Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,point.x,point.y,point.z
152.242,10,152,241000000,world,2.2672369480133057,2.2696774005889893,0.0057163238525390625
154.162,11,154,162000000,world,2.252633571624756,-2.1960554122924805,0.0056610107421875
156.287,12,156,287000000,world,-2.162921190261841,-2.1295716762542725,0.003009319305419922
159.549,13,159,538000000,world,-2.1933443546295166,2.276759624481201,0.0027952194213867188
161.359,14,161,359000000,world,0.37245994806289673,1.3462518453598022,0.006276130676269531
